id,order_id,product_id,product_name,quantity,size,unit_price,subtotal,created_at
2b007e32-c06e-4910-a51b-f9041b495b6c,6cc66d35-87bc-4acd-95e5-8b41b965d45c,c9629999-2bbb-4c30-ac28-843bf3f34563,Perfuma,1,,450.00,450.00,2026-06-20 21:24:24.384109+00
